comm_id,comm_name,comm_age,Community Shutdown Date,Estimated Renewal Date,sso,migration,exec_spsr,acct_geo,sppt_tier,plat_tier,gold_tier,silv_tier,#_lang,Account: Type,Blogs,Contests,Ideas,LevelUp,Mobile,ActiveCast,Moderation Manager,Premium Gamification,Lithium Q&A,Ratings & Reviews,TKB,Salesforce.com,Video,SSO (Lithium),#_features
a0C00000002yap1,Achmea LSW,1.59,,7/19/17,0,0,1,EMEA,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000000V63M,Avanex,5.18,,,0,0,1,EMEA,Gold,0,1,0,3,Customer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
a0C000000014Z8U,Helsana,4.52,,6/30/15,0,0,1,EMEA,Gold,0,1,0,3,Customer,1,0,1,0,1,1,0,0,0,0,0,0,1,0,5
a0C61000003BDtS,United Services Automobile Association (USAA) LSW Dev Instance,0.06,,,0,0,1,North America,Gold,0,1,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C6100000383Cx,National Instruments Corporation LSW,0.19,,,0,1,1,North America,Gold,0,1,0,1,Customer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
a0C61000003AEYf,Orange Polska,0.10,,,0,0,1,EMEA,NA,0,0,0,2,Customer,1,1,1,0,1,0,0,1,0,0,1,0,0,0,6
a0C61000003AEYk,Orange Polska LSW,0.10,,,0,0,1,EMEA,NA,0,0,0,1,Customer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
a0C00000003Mt4v,HP EMEA Business Now,1.36,,,1,0,1,North America,Platinum,1,0,0,4,Customer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
a0C00000003MpVf,Telstra #8 SMB-ELA,1.44,,,0,0,1,APAC,Platinum,1,0,0,1,Customer,1,0,1,0,1,0,0,1,0,0,1,0,0,0,5
a0C00000003NY1B,USAA Dev (PAID),0.88,,,0,0,1,North America,Gold,0,1,0,1,Customer,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3
a0C00000003NWF6,StubHub LSW,0.92,,,0,0,1,North America,Gold,0,1,0,1,Customer (LSW),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000003NVkp,Infoblox Inc.,0.95,,3/13/18,0,1,1,North America,Gold,0,1,0,1,Customer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
a0C00000003NVkk,Infoblox LSW,0.95,,3/13/18,0,0,1,North America,Gold,0,1,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002yGeT,Telstra NC Business & Enterprise Dev Community,1.61,,,0,0,1,APAC,Platinum,1,0,0,1,Customer,1,0,1,0,0,0,0,1,0,0,1,0,0,0,4
a0C00000000DffE,Big Pond,8.03,,,0,0,1,APAC,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000003Nfoh,Comcast Corporation,0.57,,,1,1,1,North America,Platinum,1,0,0,1,Customer,1,1,1,0,1,0,0,1,0,0,0,0,0,0,5
a0C00000000Dguo,HP Consumer Support Forums - English,7.92,,2/14/15,1,0,1,North America,Platinum,1,0,0,1,Customer,1,0,0,0,1,1,0,1,0,0,0,1,0,1,6
a0C00000003N3ke,Telstra #10 1CRM API,1.18,,,0,0,1,APAC,Platinum,1,0,0,1,Customer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
a0C00000002nsDg,Telstra Peer Support (a.k.a. Future of Work),2.23,,4/1/17,1,0,1,APAC,Platinum,1,0,0,1,Customer,1,1,1,0,1,0,0,1,0,0,1,0,0,0,6
a0C00000001LOU2,British Sky Broadcasting - Movies (Now TV),4.24,,6/19/15,1,0,1,EMEA,Platinum,1,0,0,1,Customer,1,0,1,0,1,1,1,1,0,0,0,1,0,1,8
a0C00000000DgqN,Starz,7.93,12/2/12,,1,0,1,North America,NA,0,0,0,1,Canceled Customer,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3
a0C00000002nqFA,Lithosphere LSW,2.24,,,0,0,1,North America,Platinum,1,0,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002ZXXV,USAA Dev Only (PAID),2.78,,7/29/14,0,0,1,North America,Gold,0,1,0,1,Customer,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
a0C00000003N04y,British Sky Broadcasting Group - Dev (staging only),1.25,,,1,0,1,EMEA,Platinum,1,0,0,2,Customer,1,0,1,0,1,1,1,0,1,0,1,0,0,1,8
a0C000000028Hsm,Manchester United,3.34,,,0,0,1,EMEA,Gold,0,1,0,3,Prospect,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3
a0C00000000EVWo,Best Buy - RocketFish,6.34,,3/31/16,0,0,1,North America,Gold,0,1,0,1,Customer,1,0,1,1,1,1,0,0,0,0,1,0,0,0,6
a0C00000003NdRa,Decathlon UK,0.65,,,0,1,1,EMEA,Gold,0,1,0,1,Customer,1,1,0,0,1,0,0,1,0,0,0,0,0,0,4
a0C00000003Mz1x,Lithium Default Configuration Stage,1.28,,,1,0,1,North America,Platinum,1,0,0,1,Other,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
a0C00000003Mxpd,Telstra 9 Belong Community,1.30,,,0,0,1,APAC,Platinum,1,0,0,1,Customer,1,0,1,0,1,0,0,1,0,0,1,0,0,0,5
a0C00000002vlQH,Telstra Insight,1.82,,4/1/17,0,0,1,APAC,Platinum,1,0,0,1,Customer,1,1,1,1,1,0,1,1,1,1,1,0,1,0,11
a0C00000000ESr2,HP Consumer Support Forums - German,6.36,,2/14/15,0,0,1,North America,Platinum,1,0,0,2,Customer,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
a0C00000000DgKR,HP The Next Bench,7.98,,10/14/14,1,0,1,North America,Platinum,1,0,0,6,Customer,1,1,1,0,1,1,0,0,0,0,0,0,0,1,6
a0C00000002q5Mk,Lithium LSW Internal,1.97,,,0,0,1,North America,Platinum,1,0,0,1,Other,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
a0C00000002v64K,SCEA LSW Trial,1.90,,,0,0,1,North America,Gold,0,1,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002pnlO,HSN LSW,2.00,,3/1/15,0,0,1,North America,Gold,0,1,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000003Nb19,Telstra Insight Dev,0.75,,,0,0,1,APAC,Platinum,1,0,0,1,Customer,1,0,1,0,1,0,0,1,0,0,1,0,0,0,5
a0C00000003NaaJ,Telstra #11 Bumblebee,0.78,,,0,0,1,APAC,Platinum,1,0,0,1,Customer,1,0,1,0,1,0,0,1,0,0,1,0,0,0,5
a0C0000000242LU,Sony Electronics,3.45,,4/6/17,0,0,1,North America,Gold,0,1,0,2,Customer,1,0,1,1,1,1,1,0,1,0,1,0,0,0,8
a0C00000000q0lr,Lithium Internal,4.81,,,0,0,1,North America,Platinum,1,0,0,1,Other,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
a0C000000023AUr,Canon USA,3.47,,10/1/16,0,0,1,North America,Gold,0,1,0,1,Customer,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3
a0C00000000i0bt,ArfGuild (placeholder),4.95,,,0,0,1,North America,Platinum,1,0,0,1,Other,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
a0C00000000EGgf,Best Buy Canada - French,6.56,,3/1/15,0,0,1,North America,Gold,0,1,0,2,Customer,1,1,0,0,1,1,0,0,0,0,1,0,0,0,5
a0C00000000EDuD,HP Consumer Support Forums - Portuguese,6.65,,2/14/15,0,0,1,North America,Platinum,1,0,0,2,Customer,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
a0C00000002oiep,Best Buy Canada LSW,2.10,10/13/15,,0,0,1,North America,Gold,0,1,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000000EDuI,HP Consumer Support Forums - Korean,6.65,,2/14/15,0,0,1,North America,Platinum,1,0,0,2,Customer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
a0C00000002umNb,Canon LSW,1.92,,10/1/16,0,0,1,North America,Gold,0,1,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000001w8a7,USAA,3.65,,5/30/17,1,0,1,North America,Gold,0,1,0,1,Customer,1,0,0,0,1,1,0,0,1,0,0,0,0,0,4
a0C00000000WGd6,"Telstra, Blender, Community",5.08,2/21/12,,1,0,1,APAC,Platinum,1,0,0,1,Customer,1,0,1,0,1,1,0,0,0,0,0,0,0,1,5
a0C00000003NZhu,MultiChoice LSW,0.82,,,0,0,1,EMEA,Platinum,1,0,0,1,Customer (LSW),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000003NBnB,HP Consumer Social Care LSW,1.09,,,0,0,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000000Dfyz,National Instruments,8.01,,11/1/14,1,0,1,North America,Gold,0,1,0,8,Customer,1,0,1,1,0,1,1,0,0,0,1,0,0,1,7
a0C00000000Dfyq,Future Shop - French,8.01,,3/1/15,0,0,1,North America,Gold,0,1,0,1,Customer,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4
a0C00000000Dfyp,Future Shop - English,8.01,,3/1/15,0,0,1,North America,Gold,0,1,0,1,Customer,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4
a0C00000003N7mV,Capital One,1.12,,,0,1,1,North America,Gold,0,1,0,1,Customer,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3
a0C00000002oMh9,TaylorMade LSW,2.15,,12/12/15,0,0,1,North America,Gold,0,1,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002oMgz,TaylorMade,2.15,,12/12/15,0,0,1,North America,Gold,0,1,0,1,Customer,1,0,1,0,1,0,0,0,1,0,0,0,0,0,4
a0C00000001OOGl,Leroy Merlin France,4.14,,3/31/18,1,0,1,EMEA,Platinum,1,0,0,1,Customer,1,1,1,1,1,1,1,1,1,0,1,0,0,0,10
a0C00000003NgoI,Vox Telecom LSW,0.53,,,0,0,1,EMEA,NA,0,0,0,1,Customer (LSW),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002nCvP,Brocade LSW,2.32,,10/21/16,0,0,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002n3J8,HP Next Bench Dev (unpaid),2.34,,10/14/14,0,0,1,North America,Platinum,1,0,0,1,Customer,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3
a0C00000002mzrd,Brocade Communications Systems Community,2.35,,10/21/16,0,0,1,North America,Platinum,1,0,0,1,Customer,1,1,1,1,1,0,0,0,1,1,1,0,1,0,9
a0C00000002mxgC,Lithium ecohaus LSW (Lithium Demo Instance),2.36,,,1,0,1,North America,Platinum,1,0,0,29,Other,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3
a0C00000002mxg7,Lithium ecohaus (Lithium Demo Instance),2.36,,,1,0,1,North America,Platinum,1,0,0,29,Other,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13
a0C00000002moKg,HP Consumer Dev (unpaid),2.38,,10/14/14,0,0,1,North America,Platinum,1,0,0,1,Customer,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3
a0C00000002mJh2,HSN,2.44,,12/31/15,1,0,1,North America,Gold,0,1,0,1,Customer,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3
a0C00000002Vzza,Telstra LSW,2.86,,4/1/17,0,0,1,APAC,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002VYj5,Best Buy LSW,2.87,,1/1/18,0,0,1,North America,Gold,0,1,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002VR4r,Test Community,2.88,,,0,1,1,North America,Platinum,1,0,0,1,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
a0C00000002R5AE,Sony Electronics (LSW),2.98,,4/6/17,0,0,1,North America,Gold,0,1,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002EHbK,Sephora - Lithium Social Web,3.19,,5/19/15,0,0,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
a0C00000000EyM2,Sephora,6.16,,9/20/15,1,0,1,North America,Platinum,1,0,0,1,Customer,1,0,0,1,1,0,0,0,0,0,0,0,0,1,4
a0C00000001gUY5,HP Exstream Blogs,3.85,,10/14/14,1,0,1,North America,Platinum,1,0,0,1,Customer,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
a0C00000001UwB4,Comcast Business Community,4.07,,4/26/16,1,0,1,North America,Platinum,1,0,0,1,Customer,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3
a0C00000000E4Is,HP Consumer Support Forums - Chinese,6.96,,2/14/15,0,0,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
a0C00000002TJS8,Comcast Corporation LSW,2.93,,4/1/16,0,0,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002FjRO,British Sky Broadcasting Research Community,3.15,,6/19/15,0,0,1,EMEA,Platinum,1,0,0,1,Customer,1,0,1,0,1,1,0,1,0,0,0,0,0,0,5
a0C00000002BMQM,British Sky Broadcasting Group - LSW Social Web,3.26,,6/19/15,1,0,1,EMEA,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000000E055,HP Consumer Support Forums - Spanish,7.07,,2/14/15,0,0,1,North America,Platinum,1,0,0,2,Customer,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
a0C00000000Dg6K,Comcast Support,8.00,,4/25/16,1,0,1,North America,Platinum,1,0,0,1,Customer,1,0,0,0,1,0,0,1,0,0,1,0,0,0,4
a0C00000001vdRq,National Instruments Prod Replica,3.66,,11/1/14,1,0,1,North America,Gold,0,1,0,8,Customer,1,0,1,0,0,1,0,0,0,0,0,0,0,1,4
a0C00000001vWU4,Boost Community (commid-telstrapop),3.67,,4/1/17,0,0,1,APAC,Platinum,1,0,0,1,Customer,1,1,1,0,1,1,0,1,0,0,1,0,0,0,7
a0C00000001e2Ej,British Sky Broadcasting - Internal,3.91,10/20/12,,0,0,1,EMEA,Platinum,1,0,0,1,Customer,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
a0C00000000TYPO,British Sky Broadcasting Group - Support,5.56,,6/19/15,1,0,1,EMEA,Platinum,1,0,0,2,Customer,1,0,1,0,1,1,0,1,0,0,0,0,0,1,6
a0C00000000Dyce,Best Buy Canada - English,7.12,,3/1/15,0,0,1,North America,Gold,0,1,0,1,Customer,1,0,0,0,1,1,0,0,0,0,1,0,0,0,4
a0C00000000Dhow,Verizon Residential,7.82,,1/1/17,0,0,1,North America,Gold,0,1,0,1,Customer,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3
a0C00000000DhSH,Lithium Community,7.87,,,0,0,1,North America,Platinum,1,0,0,1,Other,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
a0C00000000Dg6F,Comcast Portal,8.00,,1/1/14,1,0,1,North America,Platinum,1,0,0,1,Customer,1,0,0,0,1,0,0,0,0,0,1,0,0,1,4
a0C00000000Dg6A,Comcast TV,8.00,,,0,0,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000000rxzj,Telstra Consumer (aka CrowdSupport),4.75,,4/1/17,0,0,1,APAC,Platinum,1,0,0,2,Customer,1,1,1,1,1,0,1,1,0,1,1,0,1,0,10
a0C00000000reHd,Verizon VZR Q&A,4.76,10/1/11,,0,0,1,North America,Gold,0,1,0,1,Customer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
a0C00000000FuyW,Telstra Community,5.90,,,0,0,1,APAC,Platinum,1,0,0,2,Customer,1,0,1,0,1,0,0,0,0,0,1,0,0,0,4
a0C00000000Djmm,Best Buy - Insignia,7.58,,3/31/16,0,0,1,North America,Gold,0,1,0,1,Customer,1,0,1,1,1,1,0,0,0,0,1,0,0,0,6
a0C00000000UcvJ,Mod Central,5.31,,,0,0,1,North America,Platinum,1,0,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000000Djmh,Best Buy - Spanish,7.58,,3/31/16,0,0,1,North America,Gold,0,1,0,2,Customer,1,0,1,1,1,1,0,0,0,0,1,0,0,0,6
a0C00000000Djmd,Best Buy - UK,7.58,,,0,0,1,North America,Gold,0,1,0,1,Customer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
a0C00000000Djmc,Best Buy,7.58,,3/31/16,0,0,1,North America,Gold,0,1,0,1,Customer,1,0,1,1,1,1,0,0,0,0,1,0,0,0,6
a0C00000000FsRt,Verizon Newsroom,5.91,11/30/11,,0,0,1,North America,Gold,0,1,0,1,Customer,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
a0C00000000E7Tv,HP Consumer Support Forums - French,6.86,,2/14/15,0,0,1,North America,Platinum,1,0,0,2,Customer,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
a0C00000000FdlU,Verizon Wireless,5.97,1/6/12,,0,0,1,North America,Gold,0,1,0,1,Customer,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3
a0C00000000DjlU,eHelp Re-Launch,7.58,,,0,0,1,North America,Platinum,1,0,0,1,Customer,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
a0C00000002uVmn,British Sky Broadcasting Now TV - LSW,1.94,,,1,0,1,EMEA,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C61000003B1qh,"Veritas, Inc.",0.07,,,0,0,1,North America,Gold,0,1,0,1,Customer,1,1,1,0,1,0,0,1,0,0,0,1,0,0,6
a0C6100000375IM,Ultimate Fighting Championship LSW,0.25,1/31/16,,0,0,1,North America,NA,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C6100000377cL,Lyft LSW,0.25,,,0,0,1,North America,Gold,0,1,0,1,Customer (LSW),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C61000003AmLJ,United Services Automobile Association (USAA) LSW,0.09,,,0,0,1,North America,Gold,0,1,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C610000037UtA,Fr LOsteria GmbH LSW,0.22,,,0,0,1,EMEA,Gold,0,1,0,1,Customer (LSW),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C61000002QSPB,Leroy Merlin Italia S.r.l.,0.27,,,0,0,1,EMEA,NA,0,0,0,1,Customer,1,1,1,0,1,0,0,1,0,0,0,0,0,0,5
a0C61000002Qkcn,Leroy Merlin Italia S.r.l. LSW,0.27,,,0,0,1,EMEA,NA,0,0,0,1,Customer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
a0C610000037XKl,Gartner Inc LSW,0.22,,,0,0,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000003NWu6,Melbourne IT Ltd LSW,0.90,1/21/16,1/1/16,0,0,1,APAC,Gold,0,1,0,1,Canceled Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000003NW6Z,QVC LSW,0.93,,,0,0,1,North America,Platinum,1,0,0,1,Customer,1,1,0,0,1,0,1,1,0,1,0,0,0,0,6
a0C00000003NW6P,QVC Community,0.93,,,1,0,1,North America,Platinum,1,0,0,1,Customer,1,1,0,0,1,0,1,1,0,1,0,0,0,0,6
a0C00000002yMJM,Mammut Sports Group AG,1.61,,7/17/16,0,0,1,EMEA,Silver,0,0,1,3,Customer,1,0,1,0,1,0,0,1,0,1,0,0,0,0,5
a0C00000003NCbk,Telefonica Espana LSW,1.07,,1/1/16,0,0,1,EMEA,Gold,0,1,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002xPZC,"Avon Products, Inc.",1.68,,6/20/16,1,0,1,North America,Platinum,1,0,0,1,Customer,1,1,1,0,1,0,0,0,1,0,1,0,0,0,6
a0C00000000UgRj,Vodafone Australia,5.30,,12/8/15,0,0,1,APAC,Platinum,1,0,0,2,Customer,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3
a0C00000000Dgue,BlackBerry Support Spanish Community Forums,7.92,,4/1/14,0,0,1,North America,Platinum,1,0,0,1,Customer,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3
a0C00000002vycj,Optus LSW,1.81,,6/26/16,0,0,1,APAC,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000001KT01,Optus,4.28,,3/29/18,0,0,1,APAC,Platinum,1,0,0,1,Customer,1,0,0,0,1,1,1,1,0,0,1,0,0,0,6
a0C00000002h7xK,HK Broadband Network (HKBN),2.57,,9/1/15,1,0,1,APAC,Platinum,1,0,0,1,Canceled Customer,1,0,0,1,1,0,0,0,1,0,1,0,0,0,5
a0C00000000DgKH,BlackBerry Support Community Forums,7.98,,4/1/17,0,0,1,North America,Platinum,1,0,0,2,Customer,1,0,0,0,1,1,0,0,0,0,1,0,0,0,4
a0C00000002fz9I,K2 Community,2.61,,7/16/17,0,0,1,North America,Gold,0,1,0,1,Customer,1,0,1,0,1,0,0,0,0,0,1,0,0,0,4
a0C00000001CBJp,Gartner Inc,4.41,,4/15/18,1,0,1,North America,Platinum,1,0,0,1,Customer,1,0,1,0,1,1,0,1,1,0,1,0,1,0,8
a0C00000000DgGK,Univision Blogs,7.99,,,1,0,1,North America,Platinum,1,0,0,2,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
a0C00000000DgGF,Univision Foros,7.99,,4/30/15,1,0,1,North America,Platinum,1,0,0,2,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
a0C000000025RD2,Oppenheimer - Advisor Community,3.41,,2/15/15,1,0,1,North America,Gold,0,1,0,1,Canceled Customer,1,0,1,0,0,1,1,0,1,0,0,0,0,0,5
a0C00000000oy5l,Bombardier Evinrude Community,4.85,,7/29/17,0,0,1,North America,Gold,0,1,0,1,Customer,1,0,0,0,1,1,0,0,0,0,0,0,0,1,4
a0C00000003NZjv,Frontier Communications LSW,0.82,,5/1/18,0,0,1,North America,Platinum,1,0,0,1,Customer (LSW),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000000jO0T,Vodafone Australia Internal,4.90,7/17/12,,0,0,1,APAC,Platinum,1,0,0,1,Customer,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4
a0C00000001zcI1,StarHub,3.56,,9/5/14,1,0,1,APAC,Platinum,1,0,0,1,Customer,1,1,1,1,1,1,1,1,1,0,1,0,0,1,11
a0C00000002oNZW,Orange Espana Amena,2.14,,2/29/16,0,0,1,EMEA,Gold,0,1,0,1,Customer,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
